,Start Date,End Date,Year,Month,States,Counties,city,city_ascii,zips,lng,lat,population,population_proper,density,incorporated,Affected,Species,Event Diagnosis,timezone
0,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Sandy Ridge,Sandy Ridge,27046,-80.1042,36.499,,,18.6,False,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
1,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",King,King,27021,-80.356,36.2767,7025.0,7025.0,464.0,True,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
2,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Pine Hall,Pine Hall,27042,-80.0495,36.3246,,,53.0,False,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
3,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Germanton,Germanton,27019,-80.236,36.2587,,,99.8,False,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
4,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Pinnacle,Pinnacle,27043,-80.4241,36.323,,,158.0,False,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
5,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Walnut Cove,Walnut Cove,27052,-80.1407,36.2943,1383.0,1383.0,221.0,True,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
6,2017-06-07,2017-06-07,2017,Jun,NC,"Stokes, NC",Danbury,Danbury,27016,-80.2122,36.4113,186.0,186.0,89.0,True,4.0,Eastern Pipistrelle (AKA Tricolored) Bat,White-nose Syndrome [suspect],America/New_York
7,2017-05-14,2017-05-14,2017,May,MI,"Lake, MI",Chase,Chase,49623,-85.6356,43.8892,,,143.7,False,1.0,Little Brown Bat,White-nose Syndrome,America/Detroit
8,2017-05-14,2017-05-14,2017,May,MI,"Lake, MI",Baldwin,Baldwin,49304,-85.853,43.8971,1206.0,1206.0,368.0,True,1.0,Little Brown Bat,White-nose Syndrome,America/Detroit
9,2017-05-14,2017-05-14,2017,May,MI,"Lake, MI",Luther,Luther,49656,-85.6826,44.0388,316.0,316.0,132.0,True,1.0,Little Brown Bat,White-nose Syndrome,America/Detroit
10,2017-05-14,2017-05-14,2017,May,MI,"Lake, MI",Idlewild,Idlewild,49304,-85.8026,43.887,,,96.7,False,1.0,Little Brown Bat,White-nose Syndrome,America/Detroit
11,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Wanderoos,Wanderoos,54001,-92.4944,45.3086,,,59.0,False,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
12,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Clayton,Clayton,54004,-92.171,45.326,547.0,547.0,66.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
13,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Milltown,Milltown,54858,-92.5012,45.5264,878.0,878.0,193.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
14,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Frederic,Frederic,54837,-92.4647,45.6547,1097.0,1097.0,250.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
15,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Centuria,Centuria,54824,-92.5578,45.4497,922.0,922.0,209.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
16,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Balsam Lake,Balsam Lake,54810,-92.4529,45.4584,980.0,980.0,174.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
17,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Dresser,Dresser,54024 54009,-92.6344,45.3617,859.0,859.0,172.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
18,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Joel,Joel,54001,-92.2346,45.3605,,,10.1,False,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
19,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Amery,Amery,54001,-92.3634,45.3046,2770.0,2839.0,358.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
20,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Clear Lake,Clear Lake,54005,-92.2693,45.2516,1035.0,1035.0,137.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
21,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Saint Croix Falls,Saint Croix Falls,54024,-92.6268,45.4101,2061.0,2061.0,161.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
22,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Luck,Luck,54853,-92.4667,45.5718,1073.0,1073.0,209.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
23,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Lewis,Lewis,54837,-92.3965,45.7159,,,57.0,False,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
24,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Cushing,Cushing,54006,-92.651,45.5705,,,88.4,False,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
25,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Range,Range,54001,-92.2846,45.3955,,,50.7,False,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
26,2017-04-27,2017-04-30,2017,Apr,WI,"Polk, WI",Osceola,Osceola,54020,-92.6936,45.3193,3522.0,2517.0,237.0,True,1.0,"Northern Long-Eared Bat, Eastern Pipistrelle (AKA Tricolored) Bat, Little Brown Bat",White-nose Syndrome [suspect],America/Chicago
27,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Pleasant Hill,Pleasant Hill,98014,-121.9096,47.6154,,,25.8,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
28,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Wabash,Wabash,98022,-122.0576,47.2429,,,56.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
29,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Renton,Renton,98059 98058 98057 98056 98055,-122.1904,47.4757,100953.0,100953.0,1663.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
30,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kennydale,Kennydale,98056,-122.2068,47.5207,,,2263.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
31,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Mercer Island,Mercer Island,98040,-122.2265,47.5624,25134.0,25134.0,1535.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
32,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Bryn Mawr,Bryn Mawr,98178,-122.2329,47.5034,,,2502.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
33,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Fairwood,Fairwood,98058,-122.143,47.4467,,,1858.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
34,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Thomas,Thomas,98002,-122.229,47.3537,,,158.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
35,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Magnolia Beach,Magnolia Beach,98070,-122.4832,47.382,,,182.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
36,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Seattle,Seattle,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,-122.3238,47.6217,3541236.0,704352.0,3243.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
37,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Allentown,Allentown,98178,-122.2762,47.4943,,,1653.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
38,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Novelty,Novelty,98019,-121.9846,47.709,,,12.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
39,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Richmond Beach,Richmond Beach,98177,-122.3901,47.7695,,,2048.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
40,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Lakota,Lakota,98023,-122.3723,47.3329,,,526.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
41,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Boulevard Park,Boulevard Park,98108 98168,-122.3158,47.5135,,,1426.1,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
42,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Vashon,Vashon,98070 98013,-122.4726,47.4122,,,386.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
43,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Snoqualmie Falls,Snoqualmie Falls,98065,-121.8098,47.5398,,,1.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
44,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Cottage Lake,Cottage Lake,98072 98077,-122.0755,47.7465,,,880.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
45,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Tanner,Tanner,98045,-121.6925,47.4813,,,206.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
46,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",North Hill,North Hill,98198,-122.3235,47.4193,,,2208.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
47,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Lake Forest Park,Lake Forest Park,98155,-122.2877,47.7592,13266.0,13266.0,1449.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
48,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Skykomish,Skykomish,98288,-121.3585,47.7103,206.0,206.0,246.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
49,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Pacific,Pacific,98001 98047,-122.2507,47.261,7122.0,7122.0,1141.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
50,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Woodmont Beach,Woodmont Beach,98198,-122.3121,47.3615,,,1596.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
51,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Cedar Grove,Cedar Grove,98038,-122.0621,47.4357,,,107.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
52,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Federal Way,Federal Way,98023 98001 98003 98063 98093,-122.3358,47.3091,96757.0,96757.0,1677.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
53,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Juanita,Juanita,98033,-122.2071,47.7032,,,3292.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
54,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",West Lake Sammamish,West Lake Sammamish,98008,-122.1012,47.5776,,,0.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
55,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",White Center,White Center,98106 98146 98168,-122.348,47.5086,,,4133.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
56,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Sammamish,Sammamish,98075 98074,-122.0446,47.6045,63773.0,63773.0,1337.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
57,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Covington,Covington,98042,-122.105,47.3665,20478.0,20478.0,1359.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
58,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Berrydale,Berrydale,98042,-122.1279,47.3398,,,358.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
59,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Cove,Cove,98070,-122.5079,47.452,,,125.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
60,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Colvos,Colvos,98070,-122.4907,47.4762,,,118.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
61,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Ames Lake,Ames Lake,98014 98053,-121.9664,47.6346,,,379.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
62,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Pine Lake,Pine Lake,98075,-122.0462,47.5787,,,1057.1,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
63,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Hunts Point,Hunts Point,98004,-122.2289,47.6418,439.0,439.0,552.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
64,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",East Renton Highlands,East Renton Highlands,98027 98059 98038,-122.0854,47.4718,,,318.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
65,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Normandy Park,Normandy Park,98166,-122.3436,47.4344,6651.0,6651.0,1019.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
66,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Mirrormont,Mirrormont,98027,-121.9936,47.4616,,,582.8,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
67,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",SeaTac,SeaTac,98158 98148 98198 98168 98188 98131,-122.2985,47.4444,28873.0,28873.0,1111.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
68,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Beaux Arts Village,Beaux Arts Village,98004,-122.2009,47.5853,326.0,326.0,1515.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
69,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Vashon Heights,Vashon Heights,98070,-122.4654,47.5057,,,492.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
70,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Clyde Hill,Clyde Hill,98004,-122.218,47.6303,3268.0,3268.0,1195.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
71,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Adelaide,Adelaide,98023,-122.3604,47.3309,,,1388.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
72,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Redondo,Redondo,98198,-122.3235,47.3484,,,1190.8,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
73,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Palmer,Palmer,98051,-121.8923,47.3143,,,36.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
74,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Skyway,Skyway,98178,-122.2543,47.4915,,,2440.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
75,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Medina,Medina,98039,-122.2338,47.6257,3246.0,3246.0,866.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
76,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Algona,Algona,98001 98047,-122.2504,47.2819,3156.0,3156.0,939.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
77,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Black Diamond,Black Diamond,98010,-122.0181,47.313,4384.0,4384.0,258.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
78,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Sheridan Beach,Sheridan Beach,98155,-122.2882,47.7448,,,2013.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
79,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Maple Valley,Maple Valley,98038,-122.037,47.3664,25698.0,25698.0,1731.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
80,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Auburn,Auburn,98001 98002 98092,-122.2108,47.3039,77472.0,77472.0,1008.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
81,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Burton,Burton,98070,-122.4607,47.389,,,438.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
82,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Bayne,Bayne,98022,-121.9096,47.2951,,,10.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
83,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Ellisport,Ellisport,98070,-122.4354,47.4204,,,329.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
84,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Hazelwood,Hazelwood,98006,-122.1915,47.5509,,,781.7,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
85,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",North City,North City,98155,-122.3135,47.7557,,,2860.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
86,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Tahlequah,Tahlequah,98070,-122.5073,47.3326,,,179.8,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
87,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kent,Kent,98031 98030 98032 98042 98035 98064 98089,-122.2128,47.3887,127514.0,127514.0,1459.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
88,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Boise,Boise,98022,-122.0157,47.1804,,,118.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
89,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kirkland,Kirkland,98033 98011 98034 98083,-122.1982,47.6996,87701.0,87701.0,1900.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
90,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Redmond,Redmond,98052 98073,-122.1176,47.6776,62458.0,62458.0,1464.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
91,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Yarrow Point,Yarrow Point,98004,-122.2178,47.6452,1096.0,1096.0,1135.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
92,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Tukwila,Tukwila,98108 98178 98168 98188 98138 98190,-122.2727,47.4749,20033.0,20033.0,843.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
93,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kangley,Kangley,98051,-121.8801,47.3618,,,49.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
94,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Sahalee,Sahalee,98074,-122.0554,47.6348,,,602.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
95,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Newport Hills,Newport Hills,98056,-122.1765,47.5409,,,1462.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
96,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Upper Mill,Upper Mill,98022,-121.9271,47.1934,,,0.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
97,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Upper Preston,Upper Preston,98027,-121.9076,47.5051,,,153.1,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
98,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Preston,Preston,98027,-121.9271,47.5237,,,160.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
99,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Carnation,Carnation,98014,-121.9041,47.6443,1995.0,1995.0,665.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
100,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Houghton,Houghton,98033,-122.206,47.6609,,,2649.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
101,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Lester,Lester,98045,-121.494,47.2093,,,0.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
102,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Selleck,Selleck,98051,-121.8684,47.3757,,,89.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
103,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Sunnydale,Sunnydale,98148,-122.3337,47.4632,,,2662.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
104,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Woodinville,Woodinville,98072,-122.1479,47.7568,12000.0,12000.0,827.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
105,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Newaukum,Newaukum,98092,-122.1018,47.2573,,,106.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
106,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Cedar Mountain,Cedar Mountain,98038,-122.0732,47.4482,,,41.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
107,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Fall City,Fall City,98024,-121.9134,47.5717,,,150.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
108,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Dockton,Dockton,98070,-122.4593,47.3718,,,252.2,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
109,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Cumberland,Cumberland,98022,-121.9271,47.2829,,,136.6,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
110,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Bothell,Bothell,98021 98011,-122.2039,47.774,44546.0,44546.0,1291.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
111,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Georgetown,Georgetown,98051,-121.9737,47.3576,,,12.4,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
112,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Duvall,Duvall,98019,-121.9726,47.7354,7701.0,7701.0,1214.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
113,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Des Moines,Des Moines,98148 98198,-122.3154,47.3914,31172.0,31172.0,1853.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
114,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kummer,Kummer,98010,-122.0212,47.2868,,,134.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
115,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Lisabeula,Lisabeula,98070,-122.5176,47.4073,,,73.0,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
116,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Bellevue,Bellevue,98004 98005 98006 98007 98008 98009 98015,-122.155,47.5953,141400.0,141400.0,1630.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
117,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Christopher,Christopher,98001,-122.2321,47.334,,,11.5,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
118,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Newcastle,Newcastle,98059 98056,-122.1633,47.5304,11567.0,11567.0,1004.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
119,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",North Bend,North Bend,98045,-121.7741,47.4899,6739.0,6739.0,594.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
120,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Snoqualmie,Snoqualmie,98065,-121.8409,47.5292,25455.0,13190.0,705.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
121,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kanaskat,Kanaskat,98051,-121.8937,47.3204,,,112.1,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
122,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Enumclaw,Enumclaw,98022,-121.9898,47.2018,11654.0,11654.0,872.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
123,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Grotto,Grotto,98224,-121.4234,47.7362,,,45.9,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
124,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Kenmore,Kenmore,98028,-122.246,47.7531,22357.0,22357.0,1400.0,True,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
125,2017-04-15,2017-04-17,2017,Apr,WA,"King, WA",Ravensdale,Ravensdale,98051 98038,-121.9692,47.3563,,,359.3,False,1.0,Yuma Bat,White-nose Syndrome,America/Los_Angeles
